metric,value,threshold,dataset,name,depth,sample,index,recon_steps,recon_min,recon_max,recon_wavelength,recon_resolution,dilation,resolver,min_size,iters
f1,0.2669404517453799,0.0456820167601108,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2671232876712329,0.0458118841052055,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2673063742289239,0.045922465622425,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2674897119341563,0.045998029410839,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2676733013040495,0.0460594035685062,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2678571428571428,0.0460817068815231,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2680412371134021,0.046089794486761,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2682255845942228,0.0461564138531684,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2684101858224363,0.0461738184094429,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.268595041322314,0.0462014898657798,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2687801516195727,0.0463514700531959,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2689655172413792,0.0464735776185989,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2691511387163561,0.0464803948998451,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2693370165745856,0.0466859936714172,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2695231513476157,0.0467113777995109,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2697095435684647,0.0467293076217174,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2698961937716263,0.0467970371246337,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2700831024930748,0.0468677319586277,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2702702702702703,0.0468792356550693,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2704576976421636,0.0468857139348983,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2706453851492019,0.0469544008374214,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2708333333333333,0.046972170472145,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2710215427380125,0.0469970516860485,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2712100139082058,0.0470997765660285,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2713987473903966,0.047125469893217,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2715877437325906,0.0471657253801822,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2717770034843205,0.04719253256917,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2719665271966527,0.0471946708858013,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2721563154221912,0.0473120138049125,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2723463687150838,0.0474281422793865,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2725366876310273,0.0474572777748107,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2727272727272727,0.0475072711706161,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2729181245626311,0.0475362725555896,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.273109243697479,0.04757796600461,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2733006306937631,0.0475790686905384,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.273492286115007,0.0476530268788337,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2736842105263158,0.0476564951241016,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.273876404494382,0.0476599670946598,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2740688685874912,0.0476603284478187,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2742616033755274,0.0476671978831291,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2744546094299788,0.0477416105568409,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2746478873239437,0.0477540306746959,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2748414376321353,0.0478219278156757,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2750352609308886,0.0478974394500255,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2752293577981651,0.0479398556053638,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2754237288135592,0.0479891151189804,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2756183745583039,0.0480355583131313,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2758132956152757,0.0480420030653476,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2760084925690022,0.0480757616460323,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2762039660056657,0.0481189601123333,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2763997165131113,0.0482929050922393,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2765957446808511,0.0483161397278308,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.276792051100071,0.0483243688941001,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2769886363636363,0.0483395457267761,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2771855010660981,0.0484353452920913,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2773826458036984,0.0484370291233062,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2775800711743772,0.0485738478600978,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2777777777777777,0.0486661158502101,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.277975766215253,0.0487416610121727,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2781740370898716,0.04874949157238,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.278372591006424,0.0487538762390613,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2785714285714286,0.0487778559327125,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.278770550393138,0.0488827563822269,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.278969957081545,0.0489595793187618,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2791696492483894,0.049251589924097,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2793696275071633,0.0494581311941146,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2795698924731182,0.0494744256138801,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2797704447632712,0.049475822597742,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2799712849964106,0.0495201088488101,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2801724137931034,0.0495710410177707,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2803738317757009,0.0495812520384788,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2805755395683453,0.0496468283236026,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2807775377969762,0.0496551878750324,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2809798270893372,0.0496929325163364,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.281182408074982,0.0497279576957225,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2813852813852814,0.0497410260140895,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2815884476534296,0.0498197823762893,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2817919075144508,0.0498368740081787,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2819956616052061,0.04995122179389,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2821997105643994,0.0500008538365364,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2824040550325851,0.0500531233847141,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2826086956521739,0.0500626415014267,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2828136330674401,0.0500885844230651,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2830188679245283,0.0501919835805892,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2832244008714597,0.0503187328577041,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2834302325581395,0.0503580197691917,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2836363636363636,0.0503806956112384,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2838427947598254,0.0504281893372535,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2840495265841224,0.0504694320261478,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2842565597667639,0.0505305230617523,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2844638949671772,0.0506452061235904,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2846715328467152,0.0506808571517467,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2848794740686632,0.0507428161799907,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2850877192982456,0.0507743880152702,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2852962692026335,0.0507966093719005,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2855051244509516,0.0508311502635479,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2857142857142857,0.050852857530117,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2859237536656892,0.0508650876581668,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2861335289801907,0.050868883728981,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2863436123348017,0.0509012602269649,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2865540044085232,0.050944335758686,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.286764705882353,0.0509481467306613,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2869757174392935,0.0511193461716175,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2871870397643594,0.0511845387518405,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2873986735445836,0.0512004978954792,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2876106194690265,0.0513074845075607,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2878228782287822,0.0513202100992202,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2880354505169867,0.0513489618897438,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2882483370288248,0.0514280833303928,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2884615384615385,0.0514603368937969,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2886750555144338,0.0514988079667091,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2888888888888888,0.0515237711369991,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2891030392883618,0.0515282601118087,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2893175074183976,0.0515523180365562,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.289532293986637,0.0516183711588382,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2897473997028232,0.0516957007348537,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2899628252788104,0.051700048148632,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2901785714285714,0.0517002493143081,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2903946388682055,0.0517326034605503,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2906110283159463,0.0518002994358539,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.29082774049217,0.0518431328237056,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.291044776119403,0.0519823469221591,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2912621359223301,0.0519873611629009,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2914798206278027,0.0520345084369182,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2916978309648467,0.0521105788648128,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2919161676646706,0.0521497540175914,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2921348314606742,0.0521749444305896,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2923538230884557,0.052249439060688,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2925731432858214,0.0522882044315338,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2927927927927928,0.0524755977094173,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2930127723516154,0.0525115132331848,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2932330827067669,0.0525126904249191,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2934537246049661,0.0525626391172409,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2936746987951807,0.0526063814759254,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2938960060286359,0.0526148192584514,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2941176470588235,0.0526651963591575,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2943396226415094,0.0526776202023029,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2945619335347432,0.052834291011095,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2947845804988662,0.0528921969234943,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2950075642965204,0.0529095195233821,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2952308856926571,0.0529211573302745,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2954545454545454,0.0529283061623573,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2956785443517816,0.0529448464512825,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2959028831562975,0.053003542125225,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.296127562642369,0.0530498549342155,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2963525835866261,0.0530863665044307,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2965779467680608,0.053153533488512,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2968036529680365,0.053158801048994,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.297029702970297,0.0532169044017791,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2972560975609756,0.0533038079738616,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2974828375286041,0.0533439181745052,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2977099236641222,0.0533825159072876,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2979373567608861,0.0533884093165397,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2981651376146789,0.0534126348793506,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2983932670237184,0.0534128844738006,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2986217457886677,0.0535530596971511,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2988505747126437,0.0535925179719924,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.299079754601227,0.0536213479936122,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2993092862624712,0.0536516010761261,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2995391705069124,0.0537565387785434,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.2997694081475787,0.0537990070879459,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.3,0.053826481103897,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.3002309468822171,0.0538800172507762,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.300462249614792,0.0538821555674076,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.3006939090208172,0.0539467595517635,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.300925925925926,0.0539766512811183,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.3011583011583011,0.0539941526949405,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.3013910355486862,0.0540423393249511,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.3016241299303944,0.0540772005915641,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
f1,0.3018575851393189,0.0540775544941425,Aerosols Dental,aerosols_dental_2k,41200.0,,,2.0,0.0,100000.0,0.405,3.4,3.0,Naive,,2.0
